essay_id_num,Student_ID,course_discipline,Upload_survey_Q1,Upload_survey_Q2,Upload_survey_Q3,Upload_survey_Q4,Upload_survey_Q5,Ufeat_system_4_NonGen_Fr1000_words,Ufeat_system_4_NonGen_prop_sent,Ufeat_verb_metaphor_raw_count,Ufeat_proportion_verb_metaphor,Ufeat_log_1000_proportion_verb_metaphor,Ufeat_uv_ArgNar,Ufeat_uv_ArgNarGeneralPronouns,Ufeat_uv_General,Ufeat_uv_Pronouns,Ufeat_avgPosETSL,Ufeat_avgNegETSL,Ufeat_avgSaturationETSL,Ufeat_avgPosVADER,Ufeat_avgNegVADER,Ufeat_avgSaturationVADER,Ufeat_max_lsa5,Ufeat_VocabularyRichness3,Ufeat_COLPREP,Ufeat_DIS_COH,Ufeat_GRAMMATICALITY,Ufeat_GUMS101,Ufeat_GUMS102,Ufeat_GUMS103,Ufeat_GUMS104,Ufeat_GUMS105,Ufeat_GUMS106,Ufeat_GUMS107,Ufeat_GUMS108,Ufeat_GUMS109,Ufeat_GUMS201,Ufeat_GUMS202,Ufeat_GUMS203,Ufeat_GUMS204,Ufeat_GUMS205,Ufeat_GUMS206,Ufeat_GUMS207,Ufeat_GUMS208,Ufeat_GUMS209,Ufeat_GUMS210,Ufeat_GUMS301,Ufeat_GUMS302,Ufeat_GUMS303,Ufeat_GUMS304,Ufeat_GUMS305,Ufeat_GUMS306,Ufeat_GUMS307,Ufeat_GUMS308,Ufeat_GUMS309,Ufeat_GUMS310,Ufeat_GUMS311,Ufeat_GUMS312,Ufeat_GUMS401,Ufeat_GUMS402,Ufeat_GUMS403,Ufeat_GUMS404,Ufeat_GUMS405,Ufeat_GUMS406,Ufeat_GUMS501,Ufeat_GUMS502,Ufeat_GUMS503,Ufeat_GUMS504,Ufeat_GUMS505,Ufeat_GUMS506,Ufeat_LOGDTA,Ufeat_LOGDTU,Ufeat_SVF,Ufeat_WORDLN_2,Ufeat_k,Ufeat_m,Ufeat_m_minus_k,Ufeat_m_minus_k_over_n,Ufeat_sentences_between_m_and_k,Ufeat_paragraphs_between_m_and_k,Ufeat_TopicDev_largestElabTopic_4.5,Ufeat_TopicDev_largestElabTopic_4.5_logFr1000,Ufeat_Sources,Ufeat_Sources_norm,Ufeat_claims,Ufeat_claims_agnostic,Ufeat_claims_agnostic_norm,Ufeat_claims_boost,Ufeat_claims_boost_norm,Ufeat_claims_hedge,Ufeat_claims_hedge_norm,Ufeat_claims_norm,Ufeat_complex_clauses,Ufeat_complex_clauses_norm,Ufeat_contractions,Ufeat_contractions_norm,Ufeat_gum_errors,Ufeat_gum_errors_norm,Ufeat_pronouns,Ufeat_pronouns_norm,Ufeat_section_and_citation_headers,Ufeat_section_and_citation_headers_norm,Ufeat_sentence_count,Ufeat_sentence_count_norm,Ufeat_transition_terms,Ufeat_transition_terms_norm,Ufeat_typestokens,Ufeat_unnecessary_words,Ufeat_unnecessary_words_norm,Ufeat_verb_choice,Ufeat_verb_choice_norm,Ufeat_word_count,GenreAnnotation_External_Sources_Required,GenreAnnotation_Source_Use,GenreAnnotation_Genre_Classification_Bin,GenreAnnotation_Writing_Aim,GenreAnnotation_Annotator,GenreAnnotation_Version
WF0112_U1,WF0112,English,A tutor,Somewhat,1,1,"I handwrote the assignment first, then I typed it onto an electronic device (such as computer, tablet, or phone).",0,0,5,0.227272727,5.430541086,2.902030676,0.837421017,1.892713327,0.689955268,0.106173647,0.030366492,0.13654014,0.009685864,-0.005628272,0.015314136,0.17999,0.351488672,0.480657895,-0.11577293,2.651947953,1.240170585,0.611520704,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,21.2880311,0,0,0,0,0,5,0,2,0,1,0,3.455264603,1.791759469,3.105649657,5.394736842,14,172,158,0.752380952,5,0,7,1.53571597,0,0,4,1,0.004761905,0,0,3,0.014285714,0.019047619,1,0.004761905,0,0,5,0.023809524,1,0.004761905,0,0,9,0.042857143,7,0.033333333,0.59047619,1,0.004761905,1,0.004761905,210,,No,2,Inform/Explore,Annotator3,Final
WF0112_U2,WF0112,English,A teacher,A lot,1,1,"I handwrote the assignment first, then I typed it onto an electronic device (such as computer, tablet, or phone).",6.378825585,0.545454545,3,0.096774194,4.582660673,2.582723955,2.882043968,2.084265009,3.200283739,0.0988622,0.059365782,0.158227981,0.014712389,-0.007632743,0.022345133,0.54763,0.185326449,0.386314935,-0.052458072,2.8198234,0.476668783,0.374880964,0,2,2,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,18.32373684,0,0,0,0,0,1,1,8,0,1,0,3.802208139,1.609437912,3.659243684,4.727678571,20,195,175,0.735294118,9,1,5,1.342588537,0,0,12,8,0.033613445,1,0.004201681,3,0.012605042,0.050420168,5,0.021008403,0,0,7,0.029411765,16,0.067226891,0,0,12,0.050420168,8,0.033613445,0.600840336,1,0.004201681,3,0.012605042,238,,Yes,1,Persuade,Annotator3,Final
WF0113_U1,WF0113,English,No one helped me,A lot,1,1,I completed the assignment on a laptop or desktop computer.,6.409080273,0.625,2,0.083333333,4.4347772,2.592009036,2.791237903,2.303421489,3.210539108,0.078283938,0.021266511,0.09955045,0.036538462,-0.011666667,0.048205128,0.2505,0.049787117,0.58810376,-0.622570561,2.716873591,0.316991926,0.373726339,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10.83819835,0,0,0,0,0,1,0,7,0,0,0,4.559126247,0.693147181,2.941454384,4.439790576,2,202,200,0.904977376,7,0,8,1.570532375,0,0,8,5,0.022624434,0,0,3,0.013574661,0.036199095,6,0.027149321,0,0,3,0.013574661,15,0.067873303,0,0,8,0.036199095,5,0.022624434,0.601809955,0,0,1,0.004524887,221,,Yes,2,Inform/Explore,Annotator2,Final
WF0113_U2,WF0113,English,No one helped me,A lot,1,1,I completed the assignment on a laptop or desktop computer.,6.717203977,0.75,5,0.178571429,5.19057306,3.330703844,3.361968248,3.110854193,3.312473323,0.086039949,0.05820802,0.144247969,0.027537594,-0.017293233,0.044830827,0.55855,0.194868147,0.697223267,-0.079638621,2.934666181,0.581859642,1.197837126,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,35.72305284,0,0,0,0,2,1,0,11,0,0,0,4.871373227,0.693147181,3.583433758,4.256704981,8,194,186,0.624161074,11,0,8,1.444757166,0,0,13,9,0.030201342,1,0.003355705,3,0.010067114,0.043624161,8,0.026845638,0,0,5,0.016778523,24,0.080536913,0,0,12,0.040268456,12,0.040268456,0.516778523,0,0,1,0.003355705,298,,Yes,2,Inform/Explore,Annotator2,Final
WF0114_U1,WF0114,English,No one helped me,A little,0,1,I completed the assignment on a laptop or desktop computer.,6.38909109,0.6,6,0.125,4.836281907,3.185054965,3.332751496,2.993918678,3.516765665,0.138188613,0.059807528,0.19799614,0.031062874,-0.008832335,0.03989521,0.74289,-0.001944571,0.739317587,-0.388655042,3.187667443,1.248318153,0.642629402,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,24.5510531,0,0,0,0,0,1,1,14,0,4,0,4.201703081,1.609437912,3.927179438,4.158682635,177,314,137,0.354005168,6,0,5,1.143636011,0,0,19,17,0.043927649,1,0.002583979,1,0.002583979,0.049095607,6,0.015503876,1,0.002583979,4,0.010335917,41,0.105943152,0,0,21,0.054263566,8,0.020671835,0.506459948,0,0,0,0,387,,No,3,Reflect,Annotator2,Final
WF0115_U1,WF0115,English,Someone else,Somewhat,0,1,I completed the assignment on a laptop or desktop computer.,6.645584276,0.745454545,27,0.207692308,5.340860955,3.117886694,1.03470561,3.119912865,1.106313498,0.120604488,0.071920743,0.192525231,0.02620614,-0.026381579,0.052587719,0.81107,0.545303913,0.589585098,-0.114325785,2.858761004,8.672418616,3.263402768,0,3,1,0,0,0,0,0,2,1,0,0,1,0,0,0,0,4,1,5,0,5,0,5,0,0,0,0,0,105.7880352,0,0,5,1,2,3,4,45,1,1,1,4.388257184,2.63905733,4.458659769,5.015084295,42,1195,1153,0.91290578,55,5,10,0.950250734,0,0,44,28,0.022169438,7,0.005542359,9,0.007125891,0.034837688,25,0.019794141,5,0.003958828,25,0.019794141,25,0.019794141,1,0.000791766,60,0.047505938,28,0.022169438,0.409342835,0,0,3,0.002375297,1263,,Yes,1,Persuade,Annotator3,Final
WF0115_U2,WF0115,English,,,#NULL!,#NULL!,,6.686157797,0.771428571,32,0.189349112,5.24885982,3.03166649,1.035536542,3.10360479,1.166399152,0.119225893,0.077848787,0.197068118,0.025951444,-0.028182415,0.054133858,0.79743,0.557920349,0.595342625,-0.624949369,2.777262556,7.279612704,4.162471031,0,4,0,0,1,0,0,0,7,0,0,0,3,0,0,0,0,1,0,1,0,0,0,5,0,0,0,0,1,146.6370569,0,0,0,1,2,3,6,58,1,1,1,4.418840608,2.890371758,4.356518937,4.878179384,99,1666,1567,0.931629013,71,7,26,1.216371473,0,0,54,38,0.022592152,8,0.004756243,8,0.004756243,0.032104637,28,0.016646849,9,0.005350773,25,0.014863258,35,0.020808561,1,0.00059453,77,0.045778835,39,0.023186683,0.37039239,0,0,4,0.002378121,1682,,Yes,1,Persuade,Annotator3,Final
WF0115_U3,WF0115,English,No one helped me,Not at all,0,1,"I handwrote the assignment first, then I typed it onto an electronic device (such as computer, tablet, or phone).",6.333250269,0.535714286,13,0.166666667,5.121977881,3.336775555,3.632080824,3.496267173,3.604865024,0.135734709,0.053075339,0.188810049,0.029494382,-0.022565543,0.052059925,0.90336,0.206935276,0.493339623,-1.015136077,2.840482905,1.547366017,4.229364502,0,2,1,0,0,0,1,0,1,3,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,36.61845006,1,0,0,0,0,5,3,16,3,1,0,3.970291914,2.302585093,3.819887176,4.301886792,25,126,101,0.166942149,31,4,4,0.88147426,0,0,22,13,0.021487603,5,0.008264463,4,0.00661157,0.036363636,7,0.011570248,3,0.004958678,15,0.024793388,44,0.072727273,0,0,32,0.052892562,17,0.028099174,0.469421488,1,0.001652893,0,0,605,,Yes,3,Reflect,Annotator3,Final
WF0115_U4,WF0115,English,No one helped me,Not at all,1,1,I completed the assignment on a laptop or desktop computer.,6.460009396,0.625,8,0.075471698,4.336920713,3.337219542,2.182971358,3.454705243,1.853268369,0.081566883,0.03126962,0.112836502,0.016759777,-0.015446927,0.032206704,0.71734,0.242514811,0.583131938,-0.912302753,2.70806198,5.62367837,7.15056972,0,2,3,0,0,0,0,0,5,1,0,0,1,0,0,0,0,26,0,5,0,0,0,4,0,0,1,0,2,87.87873417,0,0,0,0,0,0,3,37,0,6,2,4.709530201,2.079441542,4.304364805,4.472972973,9,913,904,0.891518738,46,0,11,1.073649673,0,0,43,37,0.036489152,2,0.001972387,4,0.003944773,0.042406312,15,0.014792899,9,0.00887574,53,0.052268245,72,0.071005917,1,0.000986193,53,0.052268245,25,0.024654832,0.388560158,0,0,4,0.003944773,1014,,Yes,1,Persuade,Annotator3,Final
WF0116_U1,WF0116,English,A tutor,Somewhat,0,1,"I handwrote the assignment first, then I typed it onto an electronic device (such as computer, tablet, or phone).",6.668071938,0.75,25,0.362318841,5.895280797,2.969848315,0.76610743,3.176599394,0.641946704,0.105168525,0.027905405,0.133073931,0.022297297,-0.015540541,0.037837838,1,0.62166827,0.69079565,0.614394354,2.680054277,16.41902812,1.434584043,0,0,2,0,0,0,0,0,7,0,0,0,0,0,0,0,0,7,0,6,0,1,0,0,0,0,0,0,0,119.1999584,0,0,29,0,1,1,4,48,4,2,1,4.092954708,2.48490665,4.297011597,5.450625869,26,655,629,0.716400911,31,10,9,1.051174506,0,0,13,5,0.005694761,0,0,8,0.009111617,0.014806378,6,0.006833713,0,0,8,0.009111617,45,0.051252847,1,0.001138952,70,0.079726651,23,0.0261959,0.365603645,2,0.002277904,0,0,878,Yes,,1,Persuade,Annotator2,
WF0116_U2,WF0116,English,No one helped me,A little,1,1,"I handwrote the assignment first, then I typed it onto an electronic device (such as computer, tablet, or phone).",6.464957571,0.583333333,12,0.169014085,5.135881284,2.838048458,2.81833579,2.527521102,3.022787982,0.138074791,0.051988269,0.19006306,0.012056367,-0.011221294,0.023277662,0.85968,0.28617551,0.445709534,0.062241574,3.014820055,2.633443505,1.387046541,0,0,0,0,0,0,1,0,2,1,0,0,1,0,0,0,0,2,0,0,0,0,0,3,0,0,0,0,0,82.60935507,0,0,0,0,0,3,4,16,0,1,0,3.713572067,2.397895273,3.968384364,5.093126386,60,225,165,0.340206186,10,0,5,1.053434893,0,0,28,23,0.04742268,0,0,5,0.010309278,0.057731959,7,0.01443299,0,0,10,0.020618557,25,0.051546392,0,0,29,0.059793814,21,0.043298969,0.369072165,0,0,9,0.018556701,485,No,,1,Persuade,Annotator2,
WF0116_U3,WF0116,English,,,#NULL!,#NULL!,,6.478004219,0.642857143,4,0.063492063,4.16654217,3.178684457,0.720849156,2.701604308,0.783826483,0.132189903,0.043146959,0.175336862,0.014606742,-0.008941948,0.023548689,0.8575,0.382383233,0.667380651,-0.011726035,2.95860813,2.840174577,2.051705613,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,57.31865208,0,0,0,0,0,0,4,18,5,1,0,3.975936331,2.302585093,4.295277476,4.909943715,3,321,318,0.523026316,31,4,8,1.150998679,0,0,34,26,0.042763158,5,0.008223684,3,0.004934211,0.055921053,10,0.016447368,0,0,5,0.008223684,20,0.032894737,0,0,32,0.052631579,12,0.019736842,0.417763158,0,0,1,0.001644737,608,,No,1,Persuade,Annotator2,Final
WF0116_U4,WF0116,English,,,#NULL!,#NULL!,,6.043215559,0.576923077,6,0.352941176,5.869130731,2.447491656,0.623473024,1.835099809,0.514375773,0.126185368,0.020079291,0.146264659,0.027798507,-0.004477612,0.032276119,0.99669,0.643627559,0.638484519,-0.044180799,2.667346283,10.71478921,0.437405181,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,11,0,1,0,1,0,0,0,0,0,0,0,22.26771211,0,0,7,0,0,5,3,17,0,1,0,3.49271249,2.079441542,3.914564548,6.650190114,9,132,123,0.378461538,16,2,12,1.578903567,0,0,4,0,0,2,0.006153846,2,0.006153846,0.012307692,2,0.006153846,0,0,4,0.012307692,0,0,1,0.003076923,25,0.076923077,4,0.012307692,0.556923077,0,0,0,0,325,,Yes,1,Persuade,Annotator2,Final
WF0116_U5,WF0116,English,No one helped me,A lot,0,1,I completed the assignment on a laptop or desktop computer.,6.38909109,0.6,6,0.125,4.836281907,3.185054965,3.332751496,2.993918678,3.516765665,0.138188613,0.059807528,0.19799614,0.031062874,-0.008832335,0.03989521,0.74289,-0.001944571,0.739317587,-0.388655042,3.187667443,1.248318153,0.642629402,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,24.5510531,0,0,0,0,0,1,1,14,0,4,0,4.201703081,1.609437912,3.927179438,4.158682635,177,314,137,0.354005168,6,0,5,1.143636011,0,0,19,17,0.043927649,1,0.002583979,1,0.002583979,0.049095607,6,0.015503876,1,0.002583979,4,0.010335917,41,0.105943152,0,0,21,0.054263566,8,0.020671835,0.506459948,0,0,0,0,387,,No,3,Reflect,Annotator2,Possible Duplicate
WF0118_U1,WF0118,English,"A parent, brother, sister or other relative",A lot,1,1,I completed the assignment on a laptop or desktop computer.,6.634272452,0.75,11,0.117021277,4.770864918,3.250022524,2.864749479,3.403031195,2.560966828,0.117875745,0.040257828,0.158133573,0.034456806,-0.008213351,0.042670157,0.87214,0.389628062,0.62769697,-0.943624137,2.633975749,8.064366081,3.029685287,0,0,0,0,1,0,0,0,3,1,0,0,0,0,0,0,0,55,2,2,0,2,0,3,0,0,0,0,2,79.33777901,0,0,8,0,0,0,3,44,0,4,1,4.422848629,2.197224577,3.96657528,4.904,35,833,798,0.913043478,46,0,7,0.954683978,0,0,20,15,0.017162471,2,0.00228833,3,0.003432494,0.022883295,11,0.012585812,1,0.001144165,73,0.083524027,67,0.076659039,0,0,58,0.066361556,19,0.02173913,0.387871854,4,0.004576659,2,0.00228833,874,,Yes,2,Inform/Explore,Annotator3,Final
WF0119_U1,WF0119,English,A tutor,Somewhat,0,1,I completed the assignment on a laptop or desktop computer.,6.738074419,0.676056338,23,0.095833333,4.572991288,3.180804932,3.37587287,3.178224823,3.247627777,0.086465425,0.022284882,0.108750306,0.017059252,-0.003739679,0.020798932,1,0.467711612,0.549377336,-0.491777749,2.657232416,38.10169498,5.832575544,1,9,5,0,1,0,4,1,14,2,0,0,2,0,0,0,0,22,0,13,0,18,0,7,0,0,1,0,5,247.7506453,0,0,52,0,1,0,3,112,24,2,1,4.059428297,3.526360525,4.009054067,5.124365482,1,2054,2053,0.852220839,139,20,29,1.11521731,23,0.00954753,73,51,0.02117061,5,0.00207555,17,0.00705687,0.03030303,33,0.01369863,11,0.00456621,46,0.01909506,160,0.066417601,1,0.00041511,143,0.059360731,33,0.01369863,0.312992943,3,0.00124533,23,0.00954753,2409,Yes,Yes,2,Inform/Explore,Annotator1,Final
WF0120_U1,WF0120,Sociology,No one helped me,Somewhat,1,1,I completed the assignment on a laptop or desktop computer.,0,0,1,0.047619048,3.88401538,2.831300026,0.487390268,1.726976624,0.514375773,0.087395266,0.129390401,0.216785667,0.014423077,-0.056730769,0.071153846,0.45427,0.550737575,0.501538868,0.1436419,2.57290613,3.240829338,0.203048965,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,2,0,0,0,0,0,0,0,28.6344955,0,0,0,0,0,0,4,4,0,1,1,3.357394759,1.945910149,3.066796833,5.472636816,1,221,220,0.973451327,13,4,5,1.364060966,0,0,7,2,0.008849558,0,0,5,0.022123894,0.030973451,6,0.026548673,0,0,10,0.044247788,2,0.008849558,0,0,14,0.061946903,6,0.026548673,0.451327434,0,0,0,0,226,,Yes,2,Inform/Explore,Annotator2,Final
WF0120_U2,WF0120,Sociology,No one helped me,Somewhat,1,1,I completed the assignment on a laptop or desktop computer.,6.530801081,0.657142857,17,0.195402299,5.280165101,3.344362706,2.904835589,3.368739085,2.833405507,0.135358987,0.053435787,0.188794774,0.018373116,-0.013222362,0.031595477,0.84029,0.365191666,0.629172238,0.196155429,3.030946874,5.043199067,2.036941756,0,0,0,0,0,0,1,0,2,0,0,0,1,0,0,0,0,5,0,1,1,0,0,2,0,0,0,0,0,85.65281726,0,0,0,0,0,0,8,26,0,1,0,3.78292621,2.890371758,4.013223954,4.738305942,11,490,479,0.556329849,24,0,8,1.012479585,0,0,41,28,0.032520325,1,0.00116144,12,0.013937282,0.047619048,10,0.011614402,2,0.00232288,13,0.015098722,36,0.041811847,0,0,48,0.055749129,17,0.019744483,0.378629501,0,0,3,0.003484321,861,,Yes,2,Inform/Explore,Annotator2,Unsure
WF0120_U3,WF0120,Sociology,No one helped me,Somewhat,1,1,I completed the assignment on a laptop or desktop computer.,5.121977881,0.153846154,11,0.268292683,5.595798829,2.731543512,0.888786869,2.781056492,0.950860554,0.092112052,0.053552308,0.14566436,0.004958101,-0.01277933,0.01773743,0.58297,0.40763717,0.670420168,-0.168416558,2.696673927,0.972832409,0.535917441,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,40.773794,0,0,0,0,4,1,2,7,0,3,0,3.680511204,2.197224577,3.444392739,5.025210084,7,340,333,0.853846154,16,4,13,1.53571597,0,0,22,18,0.046153846,1,0.002564103,3,0.007692308,0.056410256,7,0.017948718,0,0,4,0.01025641,9,0.023076923,0,0,17,0.043589744,16,0.041025641,0.5,0,0,0,0,390,,No,2,Inform/Explore,Annotator2,Final
WF0123_U1,WF0123,English,No one helped me,A little,0,1,"I handwrote the assignment first, then I typed it onto an electronic device (such as computer, tablet, or phone).",6.145160578,0.384615385,2,0.08,4.394449155,2.869391608,2.996233887,2.874555271,2.993193358,0.087240664,0.109893055,0.197133719,0.014522822,-0.037551867,0.052074689,0.35097,0.301165924,0.538145833,-0.150620075,2.964093085,1.537885063,0.355281608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,25.8369493,0,0,0,0,0,2,1,8,0,2,0,3.534728774,1.945910149,3.58433736,4.875,169,210,41,0.149090909,1,0,5,1.28288977,0,0,22,17,0.061818182,0,0,5,0.018181818,0.08,7,0.025454545,0,0,4,0.014545455,16,0.058181818,0,0,15,0.054545455,6,0.021818182,0.545454545,0,0,0,0,275,,Yes,1,Persuade,Annotator3,Final
WF0123_U2,WF0123,English,No one helped me,Somewhat,0,1,"I handwrote the assignment first, then I typed it onto an electronic device (such as computer, tablet, or phone).",6.586056521,0.65625,6,0.070588235,4.270930749,2.690892813,2.721321138,3.544395667,2.191037085,0.101752323,0.0526606,0.154412923,0.012682482,-0.016468978,0.02915146,0.8996,0.203662811,0.63428808,-0.668110954,3.219472254,3.199798988,2.203041386,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,3,0,0,0,0,0,2,0,0,0,0,1,35.68778794,0,0,0,0,0,0,2,23,2,3,2,4.503506532,1.791759469,3.77930706,4.44095941,35,481,446,0.715890851,24,3,9,1.188822439,0,0,27,18,0.028892456,1,0.001605136,8,0.012841091,0.043338684,12,0.019261637,0,0,11,0.017656501,72,0.115569823,0,0,35,0.056179775,24,0.038523274,0.447833066,1,0.001605136,2,0.003210273,623,,Yes,1,Persuade,Annotator3,Final
WF0123_U3,WF0123,English,No one helped me,A little,1,1,I completed the assignment on a laptop or desktop computer.,6.64715729,0.666666667,9,0.12,4.795790546,3.237275457,1.98894159,3.50935134,1.997313336,0.073471779,0.042394484,0.115866263,0.012743191,-0.009954604,0.022697795,0.95344,0.393658963,0.606722008,-0.414708074,2.911784288,2.223664744,4.371199998,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,15,0,0,0,0,0,5,0,0,0,0,1,88.65615569,0,0,0,0,0,4,4,28,0,0,0,4.007333185,2.63905733,3.916124208,4.701298701,1,707,706,0.825730994,40,5,11,1.141935444,0,0,41,31,0.03625731,3,0.003508772,7,0.008187135,0.047953216,19,0.022222222,0,0,26,0.030409357,69,0.080701754,0,0,41,0.047953216,53,0.061988304,0.347368421,3,0.003508772,5,0.005847953,855,,Yes,2,Inform/Explore,Annotator3,Final
WF0124_U1,WF0124,English,,,#NULL!,#NULL!,,4.75938356,0.137323944,50,0.143266476,4.971662115,2.687086168,2.664179897,3.052641802,2.635813225,0.117626326,0.059755517,0.177374958,0.014733219,-0.011480207,0.026213425,1,0.5176879,0.523477733,-4.395432504,2.748318555,85.63101717,10.52186266,0,2,1,2,3,1,2,1,31,3,0,0,3,0,0,0,0,14,0,160,1,176,0,8,0,0,0,1,21,255.136782,0,0,110,0,1,0,36,108,137,0,3,2.876737567,5.075173815,4.545973904,5.042590637,5,2569,2564,0.804013797,110,4,39,1.121544712,3,0.000940734,181,120,0.037629351,13,0.004076513,48,0.01505174,0.056757604,62,0.019441831,8,0.002508623,44,0.013797429,105,0.032925682,8,0.002508623,114,0.035747883,92,0.028849169,0.238319222,9,0.002822201,4,0.001254312,3189,Yes,Yes,1,Persuade,Annotator1,Final
WF0124_U2,WF0124,English,,,#NULL!,#NULL!,,6.56746904,0.752,45,0.152542373,5.033976574,3.064731077,2.730115804,3.081074394,2.817684764,0.095308915,0.037235095,0.132539751,0.018153748,-0.009540034,0.027693782,1,0.525031616,0.573058223,-0.78498439,2.73794078,21.44487124,3.352829602,0,2,0,0,2,0,2,0,14,3,0,0,1,0,0,0,0,22,0,12,0,1,0,6,0,0,0,0,6,224.6558676,1,0,32,2,2,0,6,104,0,11,4,5.107675578,2.63905733,4.321844566,4.831892826,7,2380,2373,0.908847185,106,12,19,0.917867992,0,0,97,64,0.024511681,13,0.004978935,20,0.0076599,0.037150517,42,0.016085791,2,0.00076599,51,0.019532746,138,0.052853313,2,0.00076599,134,0.051321333,36,0.013787821,0.290310226,5,0.001914975,9,0.003446955,2611,Yes,Yes,2,Inform/Explore,Annotator1,Final
WF0124_U3,WF0124,English,,,#NULL!,#NULL!,,6.546286253,0.732142857,26,0.171052632,5.147800428,2.843742693,0.847034146,3.022998574,0.695713874,0.136045957,0.056294775,0.192340733,0.023610146,-0.011883252,0.035493398,0.94547,0.545135664,0.683714345,-1.33095376,2.701194735,11.99896377,3.29280308,0,2,1,0,0,0,2,3,7,0,0,0,2,0,0,0,1,18,0,1,0,3,0,5,0,0,0,0,6,167.9530982,0,0,11,5,0,3,5,46,0,1,1,4.546834609,2.708050201,4.470719692,5.296819788,21,1201,1180,0.733830846,57,0,19,1.107749801,3,0.001865672,88,60,0.037313433,13,0.008084577,15,0.009328358,0.054726368,22,0.013681592,2,0.001243781,30,0.018656716,31,0.019278607,1,0.000621891,61,0.037935323,57,0.035447761,0.311567164,0,0,2,0.001243781,1608,Yes,Yes,1,Persuade,Annotator1,Final
WF0126_U1,WF0126,Business,No one helped me,Somewhat,0,1,I completed the assignment on a laptop or desktop computer.,5.968988569,0.428571429,11,0.282051282,5.64562809,2.889660787,3.331921729,2.882811664,3.335503232,0.149052195,0.017629179,0.166681374,0.022112462,-0.001975684,0.024088146,0.86536,0.447875519,0.562079787,-0.005801121,2.921968614,5.148397666,0.913317852,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,0,0,0,1,0,0,0,0,0,0,1,25.18846513,0,0,5,0,0,1,5,18,0,4,0,3.157000421,2.63905733,2.996650613,5.054711246,117,313,196,0.538461538,13,0,4,1.078783358,0,0,11,6,0.016483516,1,0.002747253,4,0.010989011,0.03021978,5,0.013736264,0,0,7,0.019230769,40,0.10989011,3,0.008241758,33,0.090659341,6,0.016483516,0.513736264,0,0,0,0,364,,No,3,Reflect,Annotator3,Final
WF0126_U3,WF0126,Business,No one helped me,A little,0,1,I completed the assignment on a laptop or desktop computer.,6.450797003,0.607142857,8,0.145454545,4.98671511,3.326165945,3.48879275,2.962418821,3.361165946,0.155142455,0.028069898,0.18319018,0.028991131,-0.003325942,0.032317073,0.80516,0.420223746,0.620611308,-0.076627657,2.89241696,1.775292435,1.163329047,0,0,1,0,1,0,1,0,2,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,1,0,0,0,0,49.44395143,0,0,0,0,0,2,4,20,0,2,0,3.54207353,2.564949357,3.388735384,4.968819599,14,464,450,0.894632207,30,0,9,1.276292744,0,0,20,14,0.027833002,2,0.003976143,4,0.007952286,0.039761431,7,0.013916501,2,0.003976143,8,0.015904573,49,0.097415507,0,0,33,0.065606362,15,0.029821074,0.45526839,1,0.001988072,1,0.001988072,503,,Yes,3,Reflect,Annotator3,Final
WF0126_U4,WF0126,Business,No one helped me,A little,0,1,I completed the assignment on a laptop or desktop computer.,6.411961265,0.606060606,4,0.061538462,4.135781752,3.239967909,3.59918718,3.172428416,3.498501472,0.114683157,0.036488812,0.151171969,0.020697074,-0.009509466,0.03020654,0.86496,0.29233744,0.47534531,0.389749583,2.816423833,2.886557872,1.398693904,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,10,0,0,0,1,2,2,0,0,0,0,0,71.95262095,0,0,0,0,1,0,4,20,8,0,1,4.16752618,2.197224577,3.975911663,4.915662651,9,467,458,0.712286159,32,5,17,1.438361461,0,0,23,16,0.024883359,5,0.00777605,2,0.00311042,0.035769829,9,0.01399689,4,0.00622084,11,0.017107309,49,0.076205288,4,0.00622084,38,0.059097978,18,0.027993779,0.441679627,1,0.00155521,2,0.00311042,643,,No,3,Reflect,Annotator3,Final
